"id","Name","Measure","Measure.Info","Geo.Type.Name","PM.Levels","Borough","Year","decade","population"
177958,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",11.4,"Manhattan","2013",2010,1585873
605693,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",7.1,"Brooklyn","2018",2010,2552911
742193,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",8.3,"Brooklyn","2021",2020,2648452
177905,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",9.7,"Brooklyn","2012",2010,2552911
175354,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",33.7,"Manhattan","2010",2010,1585873
176698,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",26.5,"Manhattan","2013",2010,1585873
175364,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",26.2,"Queens","2010",2010,2250002
175896,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",23.1,"Brooklyn","2009",2000,2465326
549854,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",16.6,"Queens","2017",2010,2250002
740946,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",19,"Brooklyn","2021",2020,2648452
549824,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",23.4,"Manhattan","2017",2010,1585873
176656,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",27.1,"Manhattan","2012",2010,1585873
410767,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",7.8,"Brooklyn","2016",2010,2552911
742214,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",9.2,"Brooklyn","2021",2020,2648452
177898,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",10.3,"Bronx","2012",2010,1385108
177940,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",10.3,"Bronx","2013",2010,1385108
823296,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",6.7,"Brooklyn","2021",2020,2648452
742172,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",8.5,"Bronx","2021",2020,1446788
823317,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",7.2,"Bronx","2021",2020,1446788
334155,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",8.2,"Queens","2014",2010,2250002
742205,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",8,"Brooklyn","2021",2020,2648452
547411,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",7,"Brooklyn","2017",2010,2552911
742269,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",6.4,"Queens","2021",2020,2330295
547441,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",10.3,"Manhattan","2017",2010,1585873
742236,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",8.2,"Manhattan","2021",2020,1638281
605681,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",7.9,"Bronx","2018",2010,1385108
605735,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",10.3,"Manhattan","2018",2010,1585873
605765,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",6.6,"Queens","2018",2010,2250002
177962,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",12,"Manhattan","2013",2010,1585873
549803,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",15.6,"Brooklyn","2017",2010,2552911
549833,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",30.3,"Manhattan","2017",2010,1585873
176712,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",19,"Queens","2013",2010,2250002
175904,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",31.6,"Manhattan","2009",2000,1537195
336567,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",30.2,"Manhattan","2014",2010,1585873
549836,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",25.6,"Manhattan","2017",2010,1585873
175913,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",18.6,"Queens","2009",2000,2229379
742238,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",10.2,"Manhattan","2021",2020,1638281
179584,"Fine particles (PM 2.5)","Mean","mcg/m3","Borough",10.4,"Brooklyn","2012",2010,2552911
179589,"Fine particles (PM 2.5)","Mean","mcg/m3","Borough",10.3,"Brooklyn","2013",2010,2552911
410725,"Fine particles (PM 2.5)","Mean","mcg/m3","Borough",7.8,"Brooklyn","2016",2010,2552911
823284,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",6.4,"Brooklyn","2021",2020,2648452
334095,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",10.1,"Brooklyn","2014",2010,2552911
547510,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",8.4,"Brooklyn","2017",2010,2552911
174260,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",9.5,"Manhattan","2013",2010,1585873
173614,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",11,"Manhattan","2009",2000,1537195
547540,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",7.8,"Manhattan","2017",2010,1585873
173158,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",13.4,"Bronx","2010",2010,1385108
212818,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",12.4,"Manhattan","2014",2010,1585873
825997,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",10.5,"Queens","2022",2020,2330295
412501,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",30.1,"Manhattan","2016",2010,1585873
176040,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",16.2,"Queens","2012",2010,2250002
740969,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",17.9,"Manhattan","2021",2020,1638281
825722,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",24.7,"Manhattan","2021",2020,1638281
177955,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",10.4,"Manhattan","2013",2010,1585873
547390,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",9,"Brooklyn","2017",2010,2552911
177944,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",11.5,"Brooklyn","2013",2010,2552911
823305,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",7.4,"Brooklyn","2021",2020,2648452
549782,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",21.2,"Brooklyn","2017",2010,2552911
549815,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",20.6,"Manhattan","2017",2010,1585873
175361,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",31.5,"Queens","2010",2010,2250002
825775,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",14.1,"Brooklyn","2022",2020,2648452
825742,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",13.5,"Manhattan","2022",2020,1638281
823272,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",7.3,"Manhattan","2021",2020,1638281
410851,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",7.3,"Staten Island","2016",2010,468730
605663,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",7,"Bronx","2018",2010,1385108
334116,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",8.5,"Brooklyn","2014",2010,2552911
334122,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",10,"Brooklyn","2014",2010,2552911
547537,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",8.2,"Brooklyn","2017",2010,2552911
174259,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",9.4,"Brooklyn","2013",2010,2552911
825776,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",23.7,"Brooklyn","2021",2020,2648452
412483,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",19.9,"Manhattan","2016",2010,1585873
825743,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",21.2,"Manhattan","2021",2020,1638281
176684,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",22.9,"Brooklyn","2013",2010,2552911
175340,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",32.2,"Brooklyn","2010",2010,2552911
336513,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",26.8,"Brooklyn","2014",2010,2552911
547663,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",7.5,"Bronx","2017",2010,1385108
742458,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",6.5,"Bronx","2021",2020,1446788
168533,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",13.1,"Bronx","2010",2010,1385108
169302,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",10.2,"Bronx","2009",2000,1332650
742457,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8.4,"Bronx","2021",2020,1446788
823560,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",6.6,"Queens","2021",2020,2330295
411121,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",6.9,"Queens","2016",2010,2250002
605957,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",6.9,"Bronx","2018",2010,1385108
742547,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",7.8,"Queens","2021",2020,2330295
169509,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",10,"Queens","2012",2010,2250002
169568,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",10.1,"Queens","2013",2010,2250002
178416,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",11.4,"Brooklyn","2009",2000,2465326
825766,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",10.9,"Brooklyn","2022",2020,2648452
412492,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",23.2,"Manhattan","2016",2010,1585873
602765,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",22.2,"Manhattan","2018",2010,1585873
740957,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",15.7,"Manhattan","2021",2020,1638281
412438,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",17.9,"Bronx","2016",2010,1385108
602753,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",21,"Brooklyn","2018",2010,2552911
825734,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",22.1,"Manhattan","2021",2020,1638281
825788,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",21.8,"Bronx","2021",2020,1446788
212811,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",10.9,"Brooklyn","2014",2010,2552911
334003,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",9.6,"Brooklyn","2015",2010,2552911
178402,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",10.6,"Bronx","2009",2000,1332650
178486,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",10.5,"Bronx","2011",2010,1385108
170418,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",9.4,"Bronx","2013",2010,1385108
170430,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",9.2,"Brooklyn","2013",2010,2552911
169474,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",10.6,"Bronx","2012",2010,1385108
169533,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",10.6,"Bronx","2013",2010,1385108
605948,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",7.4,"Bronx","2018",2010,1385108
742448,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8.7,"Bronx","2021",2020,1446788
823172,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",7.4,"Bronx","2021",2020,1446788
169511,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",9.4,"Queens","2012",2010,2250002
169570,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",9.4,"Queens","2013",2010,2250002
823491,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",7.3,"Brooklyn","2021",2020,2648452
169521,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",11.4,"Manhattan","2013",2010,1585873
169462,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",11.4,"Manhattan","2012",2010,1585873
742538,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8.3,"Queens","2021",2020,2330295
823545,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",7,"Queens","2021",2020,2330295
169334,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",9.6,"Queens","2009",2000,2229379
170455,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",7.6,"Queens","2013",2010,2250002
168567,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",10.3,"Queens","2010",2010,2250002
169285,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",12.1,"Manhattan","2009",2000,1537195
176081,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",16.6,"Queens","2013",2010,2250002
602804,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",17.2,"Queens","2018",2010,2250002
334266,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",9.4,"Brooklyn","2014",2010,2552911
605975,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",7.5,"Brooklyn","2018",2010,2552911
823482,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",7.3,"Brooklyn","2021",2020,2648452
742472,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8.8,"Brooklyn","2021",2020,2648452
411046,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8.1,"Brooklyn","2016",2010,2552911
547732,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",7.2,"Queens","2017",2010,2250002
742473,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",6.8,"Brooklyn","2021",2020,2648452
549749,"Nitrogen dioxide (NO2)","Mean","ppb","Borough",18.5,"Brooklyn","2017",2010,2552911
175892,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",21.4,"Brooklyn","2009",2000,2465326
412469,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",20.9,"Brooklyn","2015",2010,2552911
175956,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",17.9,"Queens","2010",2010,2250002
412533,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",13.1,"Queens","2016",2010,2250002
740965,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",27,"Manhattan","2020",2020,1638281
740935,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",21.2,"Brooklyn","2020",2020,2648452
175934,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",19,"Brooklyn","2010",2010,2552911
740966,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",20.2,"Manhattan","2021",2020,1638281
176544,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",22.3,"Queens","2009",2000,2229379
667682,"Nitrogen dioxide (NO2)","Mean","ppb","CD",27.7,"Brooklyn","2019",2010,2552911
166020,"Nitrogen dioxide (NO2)","Mean","ppb","CD",26.7,"Queens","2012",2010,2250002
336803,"Nitrogen dioxide (NO2)","Mean","ppb","CD",15.5,"Brooklyn","2015",2010,2552911
131425,"Asthma emergency department visits due to PM2.5","Estimated annual rate (under age 18)","per 100,000 children","UHF42",81.7,"Brooklyn","2009",2000,2465326
131445,"Asthma emergency department visits due to PM2.5","Estimated annual rate (under age 18)","per 100,000 children","UHF42",80,"Queens","2009",2000,2229379
131424,"Asthma emergency department visits due to PM2.5","Estimated annual rate (under age 18)","per 100,000 children","UHF42",115.8,"Brooklyn","2009",2000,2465326
628472,"Asthma emergency department visits due to PM2.5","Estimated annual rate (under age 18)","per 100,000 children","UHF42",69.6,"Queens","2015",2010,2250002
628471,"Asthma emergency department visits due to PM2.5","Estimated annual rate (under age 18)","per 100,000 children","UHF42",43,"Queens","2015",2010,2250002
168527,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",14.9,"Bronx","2010",2010,1385108
170415,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",10,"Bronx","2013",2010,1385108
547606,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8.4,"Manhattan","2017",2010,1585873
742401,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",7.6,"Manhattan","2021",2020,1638281
547642,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",7.9,"Bronx","2017",2010,1385108
606053,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",6.7,"Queens","2018",2010,2250002
605963,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",7,"Bronx","2018",2010,1385108
605915,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8.7,"Manhattan","2018",2010,1585873
169566,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",9.7,"Queens","2013",2010,2250002
547759,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",7.1,"Queens","2017",2010,2250002
169332,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",10.1,"Queens","2009",2000,2229379
168565,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",11.8,"Queens","2010",2010,2250002
170453,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8.3,"Queens","2013",2010,2250002
547669,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",7.4,"Bronx","2017",2010,1385108
742416,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",7,"Manhattan","2021",2020,1638281
336606,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",22.7,"Staten Island","2014",2010,468730
412481,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",23.4,"Manhattan","2015",2010,1585873
175970,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",21.3,"Brooklyn","2011",2010,2552911
412450,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",21.4,"Brooklyn","2016",2010,2552911
166028,"Nitrogen dioxide (NO2)","Mean","ppb","CD",23.1,"Queens","2012",2010,2250002
167621,"Nitrogen dioxide (NO2)","Mean","ppb","CD",21.3,"Queens","2010",2010,2250002
643709,"Nitrogen dioxide (NO2)","Mean","ppb","CD",13.3,"Queens","2019",2010,2250002
667838,"Nitrogen dioxide (NO2)","Mean","ppb","CD",22.3,"Queens","2019",2010,2250002
165998,"Nitrogen dioxide (NO2)","Mean","ppb","CD",22,"Bronx","2012",2010,1385108
167589,"Nitrogen dioxide (NO2)","Mean","ppb","CD",19.8,"Bronx","2010",2010,1385108
165996,"Nitrogen dioxide (NO2)","Mean","ppb","CD",21,"Bronx","2012",2010,1385108
628455,"Asthma emergency department visits due to PM2.5","Estimated annual rate (under age 18)","per 100,000 children","UHF42",81.6,"Manhattan","2015",2010,1585873
169330,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",10,"Queens","2009",2000,2229379
170451,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8,"Queens","2013",2010,2250002
547753,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",6.8,"Queens","2017",2010,2250002
742548,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",6.2,"Queens","2021",2020,2330295
547627,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",7.9,"Manhattan","2017",2010,1585873
742428,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",6.9,"Manhattan","2021",2020,1638281
168535,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",13.4,"Bronx","2010",2010,1385108
170423,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8.7,"Bronx","2013",2010,1385108
176713,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",16.8,"Queens","2013",2010,2250002
336600,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",22.7,"Queens","2014",2010,2250002
549869,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",16.4,"Queens","2017",2010,2250002
741003,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",14.3,"Queens","2021",2020,2330295
176651,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",17.2,"Brooklyn","2012",2010,2552911
177963,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",11.5,"Manhattan","2013",2010,1585873
823248,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",8.4,"Manhattan","2021",2020,1638281
179590,"Fine particles (PM 2.5)","Mean","mcg/m3","Borough",11.8,"Manhattan","2013",2010,1585873
173602,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",10.4,"Bronx","2009",2000,1332650
547513,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",7.5,"Brooklyn","2017",2010,2552911
178498,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",9.8,"Brooklyn","2011",2010,2552911
333997,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",8.1,"Brooklyn","2015",2010,2552911
669793,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",5.9,"Brooklyn","2020",2020,2648452
178435,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",9.4,"Queens","2009",2000,2229379
669790,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",5.7,"Brooklyn","2020",2020,2648452
176671,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",17.3,"Queens","2012",2010,2250002
825994,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",9.8,"Queens","2022",2020,2330295
602717,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",20.8,"Bronx","2018",2010,1385108
740909,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",14.2,"Bronx","2021",2020,1446788
176062,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",14,"Brooklyn","2013",2010,2552911
602813,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",10.5,"Queens","2018",2010,2250002
741005,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",4.9,"Queens","2021",2020,2330295
825995,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",18.6,"Queens","2021",2020,2330295
412537,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",16.2,"Queens","2016",2010,2250002
602810,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",16.2,"Queens","2018",2010,2250002
741002,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",9.9,"Queens","2021",2020,2330295
740940,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",16,"Brooklyn","2021",2020,2648452
334314,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",10.9,"Queens","2014",2010,2250002
170413,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",9.8,"Bronx","2013",2010,1385108
169292,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",11.5,"Bronx","2009",2000,1332650
411097,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",9.3,"Queens","2016",2010,2250002
